location,site,year1stTag,tag,plot,obs.year,dah,dah.class,dah.superclass,height,basalStems,fruit,plot.dens,plot.densDAH,densEffect,dens.dahEffect,densEffect.9class,dens.dahEffect.9class,name,nhlc
unh,eff,2010,257,107,2010,0.97,1,B,182,1,0,15,NA,8,NA,8,NA,eff107,NA
unh,eff,2010,258,107,2010,0.43,0,A,79,1,0,15,NA,14,NA,14,NA,eff107,NA
unh,eff,2010,259,107,2010,0.46,0,A,75,1,0,15,NA,14,NA,14,NA,eff107,NA
unh,eff,2010,260,109,2010,1.08,2,B,184,1,0,13,NA,10,NA,10,NA,eff109,NA
unh,eff,2010,261,109,2010,0.3,0,A,62,2,0,13,NA,12,NA,12,NA,eff109,NA
unh,eff,2010,262,109,2010,2.03,4,C,343,1,1,13,NA,0,NA,0,NA,eff109,NA
unh,eff,2010,263,114,2010,1.71,3,B,289,2,0,11,NA,1,NA,1,NA,eff114,NA
unh,eff,2010,264,114,2010,0.8,1,B,134,1,0,11,NA,4,NA,4,NA,eff114,NA
unh,eff,2010,265,114,2010,0.21,0,A,36,1,0,11,NA,10,NA,10,NA,eff114,NA
unh,eff,2010,266,114,2010,0.43,0,A,64,4,0,11,NA,10,NA,10,NA,eff114,NA
unh,eff,2010,201,12,2010,0.16,0,A,19,1,0,4,NA,3,NA,3,NA,eff12,NA
unh,eff,2010,267,120,2010,0.93,1,B,200,1,0,2,NA,1,NA,1,NA,eff120,NA
unh,eff,2010,346,122,2010,0.49,0,A,75,1,0,12,NA,11,NA,11,NA,eff122,NA
unh,eff,2010,347,122,2010,0.34,0,A,42,1,0,12,NA,11,NA,11,NA,eff122,NA
unh,eff,2010,268,123,2010,2.31,4,C,350,3,1,7,NA,0,NA,0,NA,eff123,NA
unh,eff,2010,269,123,2010,0.27,0,A,40,1,0,7,NA,6,NA,6,NA,eff123,NA
unh,eff,2010,270,123,2010,0.56,1,B,106,1,0,7,NA,3,NA,3,NA,eff123,NA
unh,eff,2010,271,123,2010,0.32,0,A,41,1,0,7,NA,6,NA,6,NA,eff123,NA
unh,eff,2010,272,125,2010,0.94,1,B,163,2,0,14,NA,1,NA,1,NA,eff125,NA
unh,eff,2010,273,125,2010,0.67,1,B,95,1,0,14,NA,7,NA,7,NA,eff125,NA
unh,eff,2010,274,125,2010,0.36,0,A,27,2,0,14,NA,13,NA,13,NA,eff125,NA
unh,eff,2010,275,125,2010,0.3,0,A,45,1,0,14,NA,13,NA,13,NA,eff125,NA
unh,eff,2010,276,129,2010,0.71,1,B,147,1,0,8,NA,4,NA,4,NA,eff129,NA
unh,eff,2010,277,129,2010,0.25,0,A,26,1,0,8,NA,7,NA,7,NA,eff129,NA
unh,eff,2010,202,13,2010,0.38,0,A,20,1,0,1,NA,0,NA,0,NA,eff13,NA
unh,eff,2010,278,130,2010,2.92,5,C,400,1,7,13,NA,0,NA,0,NA,eff130,NA
unh,eff,2010,279,130,2010,0.84,1,B,199,1,1,13,NA,8,NA,8,NA,eff130,NA
unh,eff,2010,280,130,2010,0.35,0,A,35,1,0,13,NA,12,NA,12,NA,eff130,NA
unh,eff,2010,281,130,2010,0.28,0,A,42,1,0,13,NA,12,NA,12,NA,eff130,NA
unh,eff,2010,282,137,2010,0.32,0,A,51,3,0,10,NA,9,NA,9,NA,eff137,NA
unh,eff,2010,283,137,2010,0.9,1,B,151,1,0,10,NA,4,NA,4,NA,eff137,NA
unh,eff,2010,284,137,2010,0.3,0,A,41,1,0,10,NA,9,NA,9,NA,eff137,NA
unh,eff,2010,285,137,2010,1.57,3,B,244,4,0,10,NA,2,NA,2,NA,eff137,NA
unh,eff,2010,286,139,2010,0.23,0,A,34,1,0,11,NA,10,NA,10,NA,eff139,NA
unh,eff,2010,287,139,2010,0.77,1,B,230,3,0,11,NA,5,NA,5,NA,eff139,NA
unh,eff,2010,288,142,2010,0.32,0,A,47,1,0,8,NA,7,NA,7,NA,eff142,NA
unh,eff,2010,289,142,2010,0.48,0,A,81,1,0,8,NA,4,NA,4,NA,eff142,NA
unh,eff,2010,348,143,2010,0.28,0,A,60,2,0,7,NA,6,NA,6,NA,eff143,NA
unh,eff,2010,349,143,2010,0.21,0,A,36,1,0,7,NA,6,NA,6,NA,eff143,NA
unh,eff,2010,290,144,2010,1.5,3,B,267,4,0,10,NA,0,NA,0,NA,eff144,NA
unh,eff,2010,291,144,2010,0.4,0,A,42,1,0,10,NA,9,NA,9,NA,eff144,NA
unh,eff,2010,292,144,2010,0.73,1,B,147,3,0,10,NA,4,NA,4,NA,eff144,NA
unh,eff,2010,293,144,2010,0.22,0,A,28,1,0,10,NA,9,NA,9,NA,eff144,NA
unh,eff,2010,295,159,2010,0.56,1,B,119,1,0,12,NA,8,NA,8,NA,eff159,NA
unh,eff,2010,296,159,2010,0.3,0,A,42,1,0,12,NA,11,NA,11,NA,eff159,NA
unh,eff,2010,297,159,2010,0.45,0,A,73,1,0,12,NA,11,NA,11,NA,eff159,NA
unh,eff,2010,294,160,2010,2.7,5,C,348,1,26,4,NA,0,NA,0,NA,eff160,NA
unh,eff,2010,298,169,2010,0.23,0,A,24,1,0,10,NA,9,NA,9,NA,eff169,NA
unh,eff,2010,299,169,2010,0.32,0,A,39,1,0,10,NA,9,NA,9,NA,eff169,NA
unh,eff,2010,301,169,2010,0.52,1,B,98,1,0,10,NA,6,NA,6,NA,eff169,NA
unh,eff,2010,302,169,2010,1.05,2,B,189,1,0,10,NA,0,NA,0,NA,eff169,NA
unh,eff,2010,303,172,2010,0.8,1,B,115,1,0,6,NA,5,NA,5,NA,eff172,NA
unh,eff,2010,304,172,2010,0.3,0,A,41,2,0,6,NA,5,NA,5,NA,eff172,NA
unh,eff,2010,305,175,2010,0.34,0,A,61,1,0,5,NA,4,NA,4,NA,eff175,NA
unh,eff,2010,306,175,2010,1.01,2,B,174,1,0,5,NA,2,NA,2,NA,eff175,NA
unh,eff,2010,307,175,2010,2.13,4,C,359,1,16,5,NA,0,NA,0,NA,eff175,NA
unh,eff,2010,308,176,2010,0.96,1,B,172,2,0,8,NA,4,NA,4,NA,eff176,NA
unh,eff,2010,309,176,2010,0.46,0,A,81,2,0,8,NA,7,NA,7,NA,eff176,NA
unh,eff,2010,310,178,2010,0.3,0,A,46,1,0,6,NA,5,NA,5,NA,eff178,NA
unh,eff,2010,311,182,2010,0.67,1,B,122,1,0,16,NA,1,NA,1,NA,eff182,NA
unh,eff,2010,312,182,2010,0.47,0,A,97,1,0,16,NA,1,NA,1,NA,eff182,NA
unh,eff,2010,313,182,2010,0.33,0,A,54,1,0,16,NA,15,NA,15,NA,eff182,NA
unh,eff,2010,314,182,2010,0.19,0,A,19,1,0,16,NA,15,NA,15,NA,eff182,NA
unh,eff,2010,318,187,2010,0.32,0,A,42,1,0,12,NA,11,NA,11,NA,eff187,NA
unh,eff,2010,315,188,2010,1.18,2,B,178,3,6,6,NA,0,NA,0,NA,eff188,NA
unh,eff,2010,316,188,2010,0.91,1,B,134,1,0,6,NA,4,NA,4,NA,eff188,NA
unh,eff,2010,317,188,2010,0.22,0,A,33,4,0,6,NA,5,NA,5,NA,eff188,NA
unh,eff,2010,335,19,2010,0.29,0,A,51,1,0,11,NA,10,NA,10,NA,eff19,NA
unh,eff,2010,336,19,2010,0.85,1,B,111,1,0,11,NA,0,NA,0,NA,eff19,NA
unh,eff,2010,337,19,2010,0.32,0,A,38,1,0,11,NA,10,NA,10,NA,eff19,NA
unh,eff,2010,319,191,2010,0.41,0,A,69,1,0,4,NA,3,NA,3,NA,eff191,NA
unh,eff,2010,320,191,2010,0.19,0,A,28,1,0,4,NA,3,NA,3,NA,eff191,NA
unh,eff,2010,321,193,2010,1.11,2,B,215,1,0,12,NA,2,NA,2,NA,eff193,NA
unh,eff,2010,322,193,2010,1.35,2,B,244,2,0,12,NA,2,NA,2,NA,eff193,NA
unh,eff,2010,323,193,2010,0.35,0,A,44,1,0,12,NA,11,NA,11,NA,eff193,NA
unh,eff,2010,324,198,2010,0.21,0,A,27,1,0,26,NA,25,NA,25,NA,eff198,NA
unh,eff,2010,325,198,2010,0.5,1,B,97,1,0,26,NA,10,NA,10,NA,eff198,NA
unh,eff,2010,326,198,2010,0.74,1,B,146,1,0,26,NA,10,NA,10,NA,eff198,NA
unh,eff,2010,350,199,2010,0.16,0,A,18,1,0,12,NA,11,NA,11,NA,eff199,NA
unh,eff,2010,351,199,2010,0.24,0,A,29,1,0,12,NA,11,NA,11,NA,eff199,NA
unh,eff,2010,327,201,2010,0.43,0,A,71,3,0,17,NA,16,NA,16,NA,eff201,NA
unh,eff,2010,328,201,2010,0.85,1,B,125,1,0,17,NA,9,NA,9,NA,eff201,NA
unh,eff,2010,329,201,2010,1.14,2,B,177,4,0,17,NA,0,NA,0,NA,eff201,NA
unh,eff,2010,330,213,2010,0.47,0,A,76,2,0,18,NA,17,NA,17,NA,eff213,NA
unh,eff,2010,331,213,2010,0.85,1,B,138,1,0,18,NA,7,NA,7,NA,eff213,NA
unh,eff,2010,332,215,2010,1.08,2,B,211,2,6,8,NA,0,NA,0,NA,eff215,NA
unh,eff,2010,333,215,2010,0.85,1,B,143,1,0,8,NA,3,NA,3,NA,eff215,NA
unh,eff,2010,334,215,2010,0.34,0,A,42,1,0,8,NA,7,NA,7,NA,eff215,NA
unh,eff,2010,206,25,2010,1.86,3,B,401,8,0,2,NA,0,NA,0,NA,eff25,NA
unh,eff,2010,203,27,2010,0.78,1,B,145,1,0,5,NA,1,NA,1,NA,eff27,NA
unh,eff,2010,204,27,2010,0.26,0,A,21,1,0,5,NA,4,NA,4,NA,eff27,NA
unh,eff,2010,205,27,2010,0.16,0,A,21,1,0,5,NA,4,NA,4,NA,eff27,NA
unh,eff,2010,207,31,2010,0.32,0,A,39,4,0,2,NA,1,NA,1,NA,eff31,NA
unh,eff,2010,208,31,2010,0.42,0,A,75,1,0,2,NA,1,NA,1,NA,eff31,NA
unh,eff,2010,209,34,2010,0.31,0,A,32,2,0,8,NA,7,NA,7,NA,eff34,NA
unh,eff,2010,210,34,2010,0.44,0,A,74,1,0,8,NA,1,NA,1,NA,eff34,NA
unh,eff,2010,211,34,2010,0.35,0,A,57,1,0,8,NA,7,NA,7,NA,eff34,NA
unh,eff,2010,214,34,2010,0.58,1,B,95,1,0,8,NA,1,NA,1,NA,eff34,NA
unh,eff,2010,213,35,2010,0.23,0,A,29,1,0,1,NA,0,NA,0,NA,eff35,NA
unh,eff,2010,338,44,2010,0.98,1,B,110,1,0,5,NA,3,NA,3,NA,eff44,NA
unh,eff,2010,339,44,2010,0.25,0,A,52,1,0,5,NA,4,NA,4,NA,eff44,NA
unh,eff,2010,212,49,2010,2.29,4,C,390,1,0,7,NA,0,NA,0,NA,eff49,NA
unh,eff,2010,215,51,2010,0.21,0,A,34,1,0,4,NA,3,NA,3,NA,eff51,NA
unh,eff,2010,216,51,2010,0.48,0,A,103,4,0,4,NA,1,NA,1,NA,eff51,NA
unh,eff,2010,217,51,2010,0.54,1,B,124,5,0,4,NA,1,NA,1,NA,eff51,NA
unh,eff,2010,218,51,2010,0.39,0,A,52,6,0,4,NA,3,NA,3,NA,eff51,NA
unh,eff,2010,219,61,2010,0.51,1,B,114,1,0,2,NA,0,NA,0,NA,eff61,NA
unh,eff,2010,220,61,2010,0.19,0,A,34,3,0,2,NA,1,NA,1,NA,eff61,NA
unh,eff,2010,221,62,2010,1.39,2,B,211,2,0,18,NA,0,NA,0,NA,eff62,NA
unh,eff,2010,222,62,2010,0.93,1,B,123,1,0,18,NA,6,NA,6,NA,eff62,NA
unh,eff,2010,223,62,2010,0.61,1,B,118,2,0,18,NA,6,NA,6,NA,eff62,NA
unh,eff,2010,224,62,2010,0.25,0,A,49,1,0,18,NA,17,NA,17,NA,eff62,NA
unh,eff,2010,225,62,2010,0.3,0,A,51,1,0,18,NA,17,NA,17,NA,eff62,NA
unh,eff,2010,226,63,2010,0.91,1,B,153,1,0,12,NA,2,NA,2,NA,eff63,NA
unh,eff,2010,227,63,2010,0.66,1,B,124,1,0,12,NA,2,NA,2,NA,eff63,NA
unh,eff,2010,228,63,2010,0.38,0,A,57,1,0,12,NA,11,NA,11,NA,eff63,NA
unh,eff,2010,229,66,2010,0.71,1,B,140,1,0,7,NA,4,NA,4,NA,eff66,NA
unh,eff,2010,230,66,2010,0.37,0,A,61,1,0,7,NA,6,NA,6,NA,eff66,NA
unh,eff,2010,231,66,2010,1.23,2,B,195,1,0,7,NA,-1,NA,-1,NA,eff66,NA
unh,eff,2010,232,76,2010,0.86,1,B,144,1,0,12,NA,0,NA,0,NA,eff76,NA
unh,eff,2010,233,76,2010,0.23,0,A,35,1,0,12,NA,11,NA,11,NA,eff76,NA
unh,eff,2010,234,76,2010,0.42,0,A,59,1,0,12,NA,11,NA,11,NA,eff76,NA
unh,eff,2010,235,77,2010,0.67,1,B,119,1,0,30,NA,8,NA,8,NA,eff77,NA
unh,eff,2010,236,77,2010,0.7,1,B,139,2,0,30,NA,8,NA,8,NA,eff77,NA
unh,eff,2010,237,77,2010,0.34,0,A,55,1,0,30,NA,29,NA,29,NA,eff77,NA
unh,eff,2010,238,77,2010,0.37,0,A,40,1,0,30,NA,29,NA,29,NA,eff77,NA
unh,eff,2010,239,82,2010,0.23,0,A,26,1,0,11,NA,10,NA,10,NA,eff82,NA
unh,eff,2010,240,82,2010,0.59,1,B,147,2,0,11,NA,1,NA,1,NA,eff82,NA
unh,eff,2010,241,82,2010,0.24,0,A,28,1,0,11,NA,10,NA,10,NA,eff82,NA
unh,eff,2010,242,84,2010,3.46,6,C,401,1,40,14,NA,0,NA,0,NA,eff84,NA
unh,eff,2010,243,84,2010,0.79,1,B,170,2,0,14,NA,3,NA,3,NA,eff84,NA
unh,eff,2010,244,84,2010,0.28,0,A,41,1,0,14,NA,13,NA,13,NA,eff84,NA
unh,eff,2010,245,84,2010,1.16,2,B,240,1,0,14,NA,0,NA,0,NA,eff84,NA
unh,eff,2010,246,85,2010,0.65,1,B,140,5,0,1,NA,-1,NA,-1,NA,eff85,NA
unh,eff,2010,340,88,2010,3.19,6,C,401,2,2,8,NA,1,NA,1,NA,eff88,NA
unh,eff,2010,341,88,2010,0.33,0,A,53,1,0,8,NA,7,NA,7,NA,eff88,NA
unh,eff,2010,342,88,2010,0.38,0,A,59,1,0,8,NA,7,NA,7,NA,eff88,NA
unh,eff,2010,247,92,2010,0.44,0,A,68,2,0,23,NA,22,NA,22,NA,eff92,NA
unh,eff,2010,248,92,2010,0.9,1,B,170,5,0,23,NA,5,NA,5,NA,eff92,NA
unh,eff,2010,249,92,2010,0.25,0,A,34,1,0,23,NA,22,NA,22,NA,eff92,NA
unh,eff,2010,250,93,2010,0.8,1,B,120,1,0,24,NA,12,NA,12,NA,eff93,NA
unh,eff,2010,251,93,2010,1.33,2,B,237,4,0,24,NA,-1,NA,-1,NA,eff93,NA
unh,eff,2010,252,93,2010,0.27,0,A,37,3,0,24,NA,23,NA,23,NA,eff93,NA
unh,eff,2010,253,95,2010,1.11,2,B,172,2,0,26,NA,1,NA,1,NA,eff95,NA
unh,eff,2010,254,95,2010,0.7,1,B,139,1,0,26,NA,11,NA,11,NA,eff95,NA
unh,eff,2010,255,95,2010,0.26,0,A,27,1,0,26,NA,25,NA,25,NA,eff95,NA
unh,eff,2010,256,95,2010,0.42,0,A,33,1,0,26,NA,25,NA,25,NA,eff95,NA
unh,eff,2010,343,99,2010,0.45,0,A,56,1,0,15,NA,14,NA,14,NA,eff99,NA
unh,eff,2010,344,99,2010,0.3,0,A,49,1,0,15,NA,14,NA,14,NA,eff99,NA
unh,eff,2010,345,99,2010,2.1,4,C,361,2,2,15,NA,0,NA,0,NA,eff99,NA
unh,wff,2010,352,2,2010,1.28,2,B,186,1,0,6,9.928925,5,9.519325,5,9.519325,wff2,1
unh,wff,2010,353,2,2010,2.14,4,C,381,1,9,6,9.928925,3,7.9454,3,7.9454,wff2,1
unh,wff,2010,354,2,2010,2.86,5,C,401,10,11,6,9.928925,3,7.045400000000001,2,5.900500000000001,wff2,1
unh,wff,2010,355,2,2010,1.31,2,B,217,1,0,6,9.928925,5,9.4999,5,9.4999,wff2,1
unh,wff,2010,356,2,2010,3.62,7,D,401,9,52,6,9.928925,0,0,0,0,wff2,1
unh,wff,2010,357,2,2010,3.24,6,C,356,2,3,6,9.928925,3,6.4658999999999995,1,3.2761,wff2,1
unh,wff,2010,358,2010-2,2010,3.91,7,D,401,2,12,8,17.9833,3,13.25565,3,13.25565,wff2010-2,NA
unh,wff,2010,359,2010-2,2010,3.84,7,D,401,1,2,8,17.9833,3,13.391275,3,13.391275,wff2010-2,NA
unh,wff,2010,360,2010-2,2010,3.63,7,D,401,3,16,8,17.9833,3,13.78345,3,13.78345,wff2010-2,NA
unh,wff,2010,361,2010-2,2010,5.01,10,D,401,2,10,8,17.9833,3,10.80265,0,0,wff2010-2,NA
unh,wff,2010,362,2010-2,2010,1.08,2,B,190,1,0,8,17.9833,7,17.6917,5,17.553774999999998,wff2010-2,NA
unh,wff,2010,363,2010-2,2010,1.38,2,B,260,1,0,8,17.9833,7,17.5072,5,17.369275,wff2010-2,NA
unh,wff,2010,364,2010-2,2010,0.51,1,B,84,1,0,8,17.9833,7,17.918275,7,17.918275,wff2010-2,NA
unh,wff,2010,365,2010-2,2010,0.54,1,B,104,1,0,8,17.9833,7,17.9104,7,17.9104,wff2010-2,NA
unh,wff,2010,366,2010-3,2010,0.49,0,A,72,1,0,7,9.0667,6,9.006675,6,9.006675,wff2010-3,NA
unh,wff,2010,367,2010-3,2010,2.74,5,C,401,1,15,7,9.0667,3,6.21385,2,5.058225,wff2010-3,NA
unh,wff,2010,368,2010-3,2010,1.71,3,B,260,2,1,7,9.0667,5,8.27565,4,8.09075,wff2010-3,NA
unh,wff,2010,369,2010-3,2010,2.85,5,C,368,3,5,7,9.0667,3,6.060125,2,4.9045000000000005,wff2010-3,NA
unh,wff,2010,370,2010-3,2010,2.15,4,C,360,1,1,7,9.0667,3,6.935125,3,6.935125,wff2010-3,NA
unh,wff,2010,371,2010-3,2010,0.86,1,B,176,1,0,7,9.0667,5,8.821775,5,8.821775,wff2010-3,NA
unh,wff,2010,372,2010-3,2010,3.48,6,C,401,7,15,7,9.0667,3,5.06315,0,0,wff2010-3,NA
unh,wff,2010,373,2010-4,2010,1.43,2,B,340,1,0,8,11.0347,7,10.523475000000001,6,10.39025,wff2010-4,NA
unh,wff,2010,374,2010-4,2010,2.71,5,C,401,3,2,8,11.0347,5,8.554225,3,5.871,wff2010-4,NA
unh,wff,2010,375,2010-4,2010,2.6,5,C,401,1,0,8,11.0347,5,8.70025,3,6.017025,wff2010-4,NA
unh,wff,2010,376,2010-4,2010,2.4,4,C,395,2,2,8,11.0347,5,8.95025,5,8.95025,wff2010-4,NA
unh,wff,2010,377,2010-4,2010,3.14,6,C,401,5,9,8,11.0347,5,7.92535,0,0,wff2010-4,NA
unh,wff,2010,378,2010-4,2010,2.62,5,C,390,4,0,8,11.0347,5,8.674150000000001,3,5.990925000000001,wff2010-4,NA
unh,wff,2010,379,2010-4,2010,2.23,4,C,343,2,3,8,11.0347,5,9.147025000000001,5,9.147025000000001,wff2010-4,NA
unh,wff,2010,380,2010-4,2010,0.73,1,B,192,1,0,8,11.0347,7,10.901475,7,10.901475,wff2010-4,NA
unh,wff,2010,381,2010-5,2010,3.23,6,C,401,3,70,3,4.481675,1,1.404225,0,0,wff2010-5,NA
unh,wff,2010,382,2010-5,2010,2.37,4,C,400,1,30,3,4.481675,1,2.608225,1,2.608225,wff2010-5,NA
unh,wff,2010,383,2010-5,2010,1.37,2,B,220,1,2,3,4.481675,2,4.01245,2,4.01245,wff2010-5,NA
unh,eff,2010,257,107,2011,1.1,2,B,209,2,1,15,NA,8,NA,8,NA,eff107,NA
unh,eff,2010,258,107,2011,0.58,1,B,96,2,0,15,NA,14,NA,14,NA,eff107,NA
unh,eff,2010,259,107,2011,0.51,1,B,91,1,0,15,NA,14,NA,14,NA,eff107,NA
unh,eff,2010,260,109,2011,1.12,2,B,184,1,0,13,NA,10,NA,10,NA,eff109,NA
unh,eff,2010,261,109,2011,0.32,0,A,70,2,0,13,NA,12,NA,12,NA,eff109,NA
unh,eff,2010,262,109,2011,2.34,4,C,370,1,15,13,NA,0,NA,0,NA,eff109,NA
unh,eff,2010,263,114,2011,1.67,3,B,290,2,0,11,NA,1,NA,1,NA,eff114,NA
unh,eff,2010,264,114,2011,0.67,1,B,137,1,0,11,NA,4,NA,4,NA,eff114,NA
unh,eff,2010,265,114,2011,0.22,0,A,39,1,0,11,NA,10,NA,10,NA,eff114,NA
unh,eff,2010,266,114,2011,0.4,0,A,73,1,0,11,NA,10,NA,10,NA,eff114,NA
unh,eff,2010,201,12,2011,0.19,0,A,27,1,0,4,NA,3,NA,3,NA,eff12,NA
unh,eff,2010,267,120,2011,1.09,2,B,170,1,0,2,NA,1,NA,1,NA,eff120,NA
unh,eff,2010,346,122,2011,0.54,1,B,92,2,0,12,NA,11,NA,11,NA,eff122,NA
unh,eff,2010,347,122,2011,0.35,0,A,45,4,0,12,NA,11,NA,11,NA,eff122,NA
unh,eff,2010,268,123,2011,2.61,5,C,401,2,6,7,NA,0,NA,0,NA,eff123,NA
unh,eff,2010,269,123,2011,0.31,0,A,57,2,0,7,NA,6,NA,6,NA,eff123,NA
unh,eff,2010,270,123,2011,0.62,1,B,121,1,0,7,NA,3,NA,3,NA,eff123,NA
unh,eff,2010,271,123,2011,0.34,0,A,51,1,0,7,NA,6,NA,6,NA,eff123,NA
unh,eff,2010,272,125,2011,1.08,2,B,187,2,0,14,NA,1,NA,1,NA,eff125,NA
unh,eff,2010,273,125,2011,0.69,1,B,116,1,0,14,NA,7,NA,7,NA,eff125,NA
unh,eff,2010,274,125,2011,0.49,0,A,81,1,0,14,NA,13,NA,13,NA,eff125,NA
unh,eff,2010,275,125,2011,0.32,0,A,57,1,0,14,NA,13,NA,13,NA,eff125,NA
unh,eff,2010,276,129,2011,0.74,1,B,159,1,0,8,NA,4,NA,4,NA,eff129,NA
unh,eff,2010,277,129,2011,0.35,0,A,47,1,0,8,NA,7,NA,7,NA,eff129,NA
unh,eff,2010,202,13,2011,0.39,0,A,27,1,0,1,NA,0,NA,0,NA,eff13,NA
unh,eff,2010,278,130,2011,3.28,6,C,401,2,15,13,NA,0,NA,0,NA,eff130,NA
unh,eff,2010,279,130,2011,0.85,1,B,212,1,0,13,NA,8,NA,8,NA,eff130,NA
unh,eff,2010,280,130,2011,0.3,0,A,46,1,0,13,NA,12,NA,12,NA,eff130,NA
unh,eff,2010,281,130,2011,0.38,0,A,59,1,0,13,NA,12,NA,12,NA,eff130,NA
unh,eff,2010,282,137,2011,0.19,0,A,33,3,0,10,NA,9,NA,9,NA,eff137,NA
unh,eff,2010,283,137,2011,1.04,2,B,170,1,0,10,NA,4,NA,4,NA,eff137,NA
unh,eff,2010,284,137,2011,0.31,0,A,61,1,0,10,NA,9,NA,9,NA,eff137,NA
unh,eff,2010,285,137,2011,1.75,3,B,265,5,2,10,NA,2,NA,2,NA,eff137,NA
unh,eff,2010,286,139,2011,0.25,0,A,45,1,0,11,NA,10,NA,10,NA,eff139,NA
unh,eff,2010,287,139,2011,0.82,1,B,240,4,3,11,NA,5,NA,5,NA,eff139,NA
unh,eff,2010,288,142,2011,0.33,0,A,51,1,0,8,NA,7,NA,7,NA,eff142,NA
unh,eff,2010,289,142,2011,0.46,0,A,93,1,0,8,NA,4,NA,4,NA,eff142,NA
unh,eff,2010,348,143,2011,0.35,0,A,65,2,0,7,NA,6,NA,6,NA,eff143,NA
unh,eff,2010,349,143,2011,0.24,0,A,47,2,0,7,NA,6,NA,6,NA,eff143,NA
unh,eff,2010,290,144,2011,1.65,3,B,326,4,0,10,NA,0,NA,0,NA,eff144,NA
unh,eff,2010,291,144,2011,0.42,0,A,69,1,0,10,NA,9,NA,9,NA,eff144,NA
unh,eff,2010,292,144,2011,0.75,1,B,152,3,0,10,NA,4,NA,4,NA,eff144,NA
unh,eff,2010,293,144,2011,0.26,0,A,37,1,0,10,NA,9,NA,9,NA,eff144,NA
unh,eff,2010,295,159,2011,0.6,1,B,124,3,0,12,NA,8,NA,8,NA,eff159,NA
unh,eff,2010,296,159,2011,0.34,0,A,64,1,0,12,NA,11,NA,11,NA,eff159,NA
unh,eff,2010,297,159,2011,0.56,1,B,101,1,0,12,NA,11,NA,11,NA,eff159,NA
unh,eff,2010,294,160,2011,3.35,6,C,380,1,43,4,NA,0,NA,0,NA,eff160,NA
unh,eff,2010,298,169,2011,0.25,0,A,34,1,0,10,NA,9,NA,9,NA,eff169,NA
unh,eff,2010,299,169,2011,0.41,0,A,62,3,0,10,NA,9,NA,9,NA,eff169,NA
unh,eff,2010,301,169,2011,0.58,1,B,105,1,0,10,NA,6,NA,6,NA,eff169,NA
unh,eff,2010,302,169,2011,1.32,2,B,223,5,0,10,NA,0,NA,0,NA,eff169,NA
unh,eff,2010,303,172,2011,0.85,1,B,155,1,0,6,NA,5,NA,5,NA,eff172,NA
unh,eff,2010,304,172,2011,0.37,0,A,71,2,0,6,NA,5,NA,5,NA,eff172,NA
unh,eff,2010,305,175,2011,0.42,0,A,70,1,0,5,NA,4,NA,4,NA,eff175,NA
unh,eff,2010,306,175,2011,1.14,2,B,193,1,0,5,NA,2,NA,2,NA,eff175,NA
unh,eff,2010,307,175,2011,2.55,5,C,395,1,60,5,NA,0,NA,0,NA,eff175,NA
unh,eff,2010,308,176,2011,1.17,2,B,193,2,1,8,NA,4,NA,4,NA,eff176,NA
unh,eff,2010,309,176,2011,0.48,0,A,90,2,0,8,NA,7,NA,7,NA,eff176,NA
unh,eff,2010,310,178,2011,0.33,0,A,59,1,0,6,NA,5,NA,5,NA,eff178,NA
unh,eff,2010,311,182,2011,0.75,1,B,142,1,0,16,NA,1,NA,1,NA,eff182,NA
unh,eff,2010,312,182,2011,0.54,1,B,116,1,0,16,NA,1,NA,1,NA,eff182,NA
unh,eff,2010,313,182,2011,0.32,0,A,25,1,0,16,NA,15,NA,15,NA,eff182,NA
unh,eff,2010,314,182,2011,0.25,0,A,31,1,0,16,NA,15,NA,15,NA,eff182,NA
unh,eff,2010,318,187,2011,0.46,0,A,76,1,0,12,NA,11,NA,11,NA,eff187,NA
unh,eff,2010,315,188,2011,1.29,2,B,212,3,13,6,NA,0,NA,0,NA,eff188,NA
unh,eff,2010,316,188,2011,1.12,2,B,193,1,0,6,NA,4,NA,4,NA,eff188,NA
unh,eff,2010,317,188,2011,0.25,0,A,41,3,0,6,NA,5,NA,5,NA,eff188,NA
unh,eff,2010,335,19,2011,0.36,0,A,68,1,0,11,NA,10,NA,10,NA,eff19,NA
unh,eff,2010,336,19,2011,1.21,2,B,169,1,0,11,NA,0,NA,0,NA,eff19,NA
unh,eff,2010,337,19,2011,0.86,1,B,99,1,0,11,NA,10,NA,10,NA,eff19,NA
unh,eff,2010,319,191,2011,0.48,0,A,89,1,0,4,NA,3,NA,3,NA,eff191,NA
unh,eff,2010,320,191,2011,0.23,0,A,33,1,0,4,NA,3,NA,3,NA,eff191,NA
unh,eff,2010,321,193,2011,1.24,2,B,225,1,0,12,NA,2,NA,2,NA,eff193,NA
unh,eff,2010,322,193,2011,1.51,3,B,270,2,4,12,NA,2,NA,2,NA,eff193,NA
unh,eff,2010,323,193,2011,0.36,0,A,60,1,0,12,NA,11,NA,11,NA,eff193,NA
unh,eff,2010,324,198,2011,0.22,0,A,32,1,0,26,NA,25,NA,25,NA,eff198,NA
unh,eff,2010,325,198,2011,0.62,1,B,115,1,0,26,NA,10,NA,10,NA,eff198,NA
unh,eff,2010,326,198,2011,0.83,1,B,160,3,0,26,NA,10,NA,10,NA,eff198,NA
